"","code","description","tag"
"41876",944261000000102,"Able to manage own symptoms (finding)","finding"
"41877",944361000000106,"Able to maintain life roles (finding)","finding"
"41878",944371000000104,"Able to engage in life roles (finding)","finding"
"41879",944381000000102,"Able to establish life roles (finding)","finding"
"41880",944391000000100,"Able to identify life roles (finding)","finding"
"41881",944601000000104,"On National Health Service Organ Donor Register (finding)","finding"
"41882",944661000000100,"Able to have confidence in own skills (finding)","finding"
"41883",944711000000108,"Able to access utility meters (finding)","finding"
"41884",944721000000102,"Able to use communication devices (finding)","finding"
"41885",944821000000109,"Able to care for pressure areas (finding)","finding"
"41886",944831000000106,"Able to understand care for pressure areas (finding)","finding"
"41887",944911000000105,"Able to set personal goals (finding)","finding"
"41888",945571000000105,"Able to learn complex skills (finding)","finding"
"41889",945581000000107,"Able to appraise own abilities (finding)","finding"
"41890",945601000000103,"Subgroups for Targeted Treatment Back Screening Tool high risk (finding)","finding"
"41891",945621000000107,"Subgroups for Targeted Treatment Back Screening Tool low risk (finding)","finding"
"41892",945641000000100,"Subgroups for Targeted Treatment Back Screening Tool medium risk (finding)","finding"
"41893",945691000000105,"Requires information on universal serial bus mass storage device (finding)","finding"
"41894",945711000000107,"Visual frame sign language interpreter needed (finding)","finding"
"41895",945731000000104,"Hands-on signing interpreter needed (finding)","finding"
"41896",945751000000106,"Requires information in electronic downloadable format (finding)","finding"
"41897",945771000000102,"Traumatic wound (finding)","finding"
"41898",945811000000102,"Fungating wound (finding)","finding"
"41899",945891000000106,"Requires manual note taker (finding)","finding"
"41900",945911000000109,"Requires lipspeaker (finding)","finding"
"41901",945931000000101,"Requires audible alert (finding)","finding"
"41902",945951000000108,"Requires visual alert (finding)","finding"
"41903",945971000000104,"Requires tactile alert (finding)","finding"
"41904",945991000000100,"Personal health management finding (finding)","finding"
"41905",946001000000101,"School nurse encounter following relocation (finding)","finding"
"41906",946161000000101,"Phenylketonuria screening, sample taken too soon after blood transfusion (less than 72 hours) (finding)","finding"
"41907",946181000000105,"Phenylketonuria screening, unsuitable sample (blood quality): incorrect blood application (finding)","finding"
"41908",946201000000109,"Phenylketonuria screening, unsuitable sample (blood quality): compressed/damaged (finding)","finding"
"41909",946221000000100,"Phenylketonuria screening, unsuitable sample: day 0 and day 5 on same card (finding)","finding"
"41910",946241000000107,"Phenylketonuria screening related finding (finding)","finding"
"41911",946261000000108,"Maple syrup urine disease screening related finding (finding)","finding"
"41912",946281000000104,"Maple syrup urine disease screening, insufficient sample (finding)","finding"
"41913",946361000000104,"Phenylketonuria screening, too young for reliable screening (finding)","finding"
"41914",946381000000108,"Phenylketonuria screening, unsuitable sample: National Health Service number missing/not accurately recorded (finding)","finding"
"41915",946431000000102,"Phenylketonuria screening, unsuitable sample: date of sample missing/not accurately recorded (finding)","finding"
"41916",946451000000109,"Phenylketonuria screening, unsuitable sample: expired card used (finding)","finding"
"41917",946481000000103,"Phenylketonuria screening, unsuitable sample: more than 14 days in transit, too old for analysis (finding)","finding"
"41918",946501000000107,"Phenylketonuria screening, unsuitable sample: damaged in transit (finding)","finding"
"41919",946521000000103,"Phenylketonuria not screened for or screening incomplete: over 1 year old, too old for screening (finding)","finding"
"41920",946541000000105,"Phenylketonuria not screened for or screening incomplete, moved out of area (finding)","finding"
"41921",946601000000106,"Phenylketonuria not screened for or screening incomplete, not contactable, reasonable efforts made (finding)","finding"
"41922",946621000000102,"Phenylketonuria not screened for or screening incomplete, baby died (finding)","finding"
"41923",946661000000105,"Phenylketonuria not screened for or screening incomplete, not required, previous valid result (finding)","finding"
"41924",946701000000104,"Carrier of phenylketonuria gene mutation (finding)","finding"
"41925",946741000000101,"Cystic fibrosis screening related finding (finding)","finding"
"41926",946761000000100,"Congenital hypothyroidism screening related finding (finding)","finding"
"41927",946781000000109,"Medium-chain acyl coenzyme A dehydrogenase deficiency screening related finding (finding)","finding"
"41928",946801000000105,"Homocystinuria screening related finding (finding)","finding"
"41929",946841000000108,"Isovaleric acidaemia screening related finding (finding)","finding"
"41930",946921000000106,"Glutaric aciduria type 1 screening related finding (finding)","finding"
"41931",947011000000101,"Phenylketonuria screening, insufficient sample (finding)","finding"
"41932",947101000000102,"Cystic fibrosis screening, too young for reliable screening (finding)","finding"
"41933",947121000000106,"Cystic fibrosis screening,sample taken too soon after blood transfusion (less than 72 hours) (finding)","finding"
"41934",947141000000104,"Cystic fibrosis screening, insufficient sample (finding)","finding"
"41935",947161000000103,"Cystic fibrosis screening, unsuitable sample (blood quality): incorrect blood application (finding)","finding"
"41936",947181000000107,"Cystic fibrosis screening, unsuitable sample (blood quality): compressed/damaged (finding)","finding"
"41937",947201000000106,"Cystic fibrosis screening, unsuitable sample: day 0 and day 5 on same card (finding)","finding"
"41938",947221000000102,"Cystic fibrosis screening, unsuitable sample: possible faecal contamination (finding)","finding"
"41939",947241000000109,"Cystic fibrosis screening, unsuitable sample: National Health Service number missing/not accurately recorded (finding)","finding"
"41940",947261000000105,"Phenylketonuria screening, unsuitable sample: date of birth not accurately matched (finding)","finding"
"41941",947281000000101,"Cystic fibrosis screening, unsuitable sample: date of sample missing/not accurately recorded (finding)","finding"
"41942",947301000000100,"Cystic fibrosis screening, unsuitable sample: date of birth not accurately matched (finding)","finding"
"41943",947321000000109,"Cystic fibrosis screening, unsuitable sample: expired card used (finding)","finding"
"41944",947341000000102,"Cystic fibrosis screening, unsuitable sample: more than 14 days in transit, too old for analysis (finding)","finding"
"41945",947361000000101,"Cystic fibrosis screening, unsuitable sample: damaged in transit (finding)","finding"
"41946",947381000000105,"Cystic fibrosis screening, inconclusive result (finding)","finding"
"41947",947401000000105,"Cystic fibrosis not screened for or screening incomplete: more than 8 weeks, too old for screening (finding)","finding"
"41948",947421000000101,"Homocystinuria screening, insufficient sample (finding)","finding"
"41949",947491000000103,"Cystic fibrosis not screened for or screening incomplete, moved out of area (finding)","finding"
"41950",947511000000106,"Cystic fibrosis not screened for or screening incomplete, not contactable, reasonable efforts made (finding)","finding"
"41951",947531000000103,"Cystic fibrosis not screened for or screening incomplete, baby died (finding)","finding"
"41952",947551000000105,"Cystic fibrosis not screened for or screening incomplete, not required, previous valid result (finding)","finding"
"41953",947571000000101,"Sickle cell screening related finding (finding)","finding"
"41954",947951000000103,"Sickle cell screening, too young for reliable screening (finding)","finding"
"41955",947971000000107,"Sickle cell screening, sample taken too soon after blood transfusion (less than 72 hours) (finding)","finding"
"41956",947991000000106,"Sickle cell screening, insufficient sample (finding)","finding"
"41957",948011000000100,"Sickle cell screening, unsuitable sample (blood quality): incorrect blood application (finding)","finding"
"41958",948031000000108,"Sickle cell screening, unsuitable sample (blood quality): compressed/damaged (finding)","finding"
"41959",948071000000105,"Sickle cell screening, unsuitable sample: day 0 and day 5 on same card (finding)","finding"
"41960",948201000000105,"Mental health prison inreach team fax received (finding)","finding"
"41961",948241000000108,"Sickle cell not screened for or screening incomplete, over 1 year old, too old for screening (finding)","finding"
"41962",948261000000109,"Sickle cell not screened for or screening incomplete, moved out of area (finding)","finding"
"41963",948281000000100,"Sickle cell not screened for or screening incomplete, not contactable, reasonable efforts made (finding)","finding"
"41964",948301000000104,"Sickle cell not screened for or screening incomplete, baby died (finding)","finding"
